StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,solv_dip,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
WURBVZBTWMNKQT-UHFFFAOYSA-N,CC(C)(C)C(=O)C(n1cncn1)Oc1ccc(cc1)Cl,Train,-3.61,293.7523,82,211.505,-1317.801947,-0.019082,6.2169,0.25378,0.27156,511.4438782,-1.10327,-1.84226,-0.68773,0.61862,-2.24565,,,,,,,,,,,,,,36,28456,35261.5,38808,0.512343223,0.679824561,0.905665957,4,127.7012431,-188.9728833,316.6741264,8317,0.037950151,0.016608536
WVDDGKGOMKODPV-UHFFFAOYSA-N,c1ccc(cc1)CO,Train,-0.4,108.1396,-15,95.616,-346.693869,-0.008253,2.1381,0.29412,0.28016,291.7031555,-0.80653,-1.40324,-0.80653,0.51204,-0.80653,,,,,,,,,,,,,,16,13187,17035.5,23274,0.523584906,0.707006369,0.882398808,6,-23.30237223,-106.2545218,82.95214953,2301,-0.042196905,0.014967809
WXTMDXOMEHJXQO-UHFFFAOYSA-N,c1cc(c(cc1O)C(=O)O)O,Test,-0.10902,154.122,206,93.992,-571.208383,-0.015202,6.8743,0.24232,0.25717,307.4003906,-2.81527,0.44006,-0.72476,0.82025,-2.81527,,,,,,,,,,,,,,17,12988,15883.5,27511,0.408450704,0.491620112,0.811506195,5,64.60504625,-147.8129333,212.4179795,2594,0.051788998,0.025536495
WXZMFSXDPGVJKK-UHFFFAOYSA-N,C(C(CO)(CO)CO)O,Train,-0.44,136.1474,256.75,126.45,-498.499574,-0.016966,4.075,0.30101,0.28431,304.3575439,-3.24514,-0.64033,-0.82146,0.52723,-3.24514,,,,,,,,,,,,,,21,18351.5,19743,21047,0.777620412,0.960127624,0.99546428,6,34.17836071,-141.0406454,175.2190061,2273,0.046008441,0.021137116
WXZVAROIGSFCFJ-UHFFFAOYSA-N,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,Test,-3.57,271.3584,75.5,167.871,-865.411738,-0.010621,4.3404,0.27648,0.23393,515.2086792,-1.25538,-3.53048,-0.70704,0.668,-1.73014,,,,,,,,,,,,,,41,26474.5,38250.5,41293.5,0.564279283,0.63755162,0.893624131,8,-12.57484159,-158.81479,146.2399485,4219,0.030082106,0.005914863
WYKYKTKDBLFHCY-UHFFFAOYSA-N,c1ccc(cc1)n1c(=O)c(c(cn1)N)Cl,Train,-2.80245,221.6457,201,155.25,-1085.447711,-0.019067,7.4476,0.24879,0.26063,404.2071228,-0.69252,-0.50138,-0.80996,0.60623,-1.95147,,,,,,,,,,,,,,23,16876,27205.5,33839.5,0.50362162,0.629090909,0.74618317,5,-43.70491201,-254.751888,211.046976,3978,-0.055829427,0.025586645
WYMSBXTXOHUIGT-UHFFFAOYSA-N,CCOP(=O)(OCC)Oc1ccc(cc1)[N+](=O)[O-],Train,-2.059,275.1975,300,198.353,-1236.790867,-0.017905,6.5103,0.21526,0.30061,504.1974182,-4.5018,-2.21322,-1.11691,2.63691,-1.36535,,,,,,,,,,,,,,32,26165,34745.5,35951,0.623437303,0.846122951,0.911218207,6,98.87939194,-235.2969927,334.1763846,4982,0.032056117,0.00765877
WZWYJBNHTWCXIM-JLHYYAGUSA-N,CN1/C(=C(\Nc2ccccn2)/O)/C(=O)c2c(ccs2)S1(=O)=O,Train,-3.78351,337.3676,211,216.996,-1763.32825,-0.018424,5.1774,0.22269,0.25953,513.2810669,-3.28845,-1.18192,-0.9511,2.34829,-2.22143,,,,,,,,,,,,,,33,20622,33648.5,46947,0.471018238,0.554087587,0.834652759,8,3.501656867,-251.5607096,255.0623665,3446,-0.051366928,0.013964121
XADCESSVHJOZHK-UHFFFAOYSA-N,CCOC(=O)C1(CCN(C)CC1)c1ccccc1,Train,-1.89,247.3364,228.75,187.75,-789.18699,-0.009173,3.0186,0.29436,0.2322,477.7671509,-1.21172,-3.37626,-0.71786,0.85677,-1.77571,,,,,,,,,,,,,,39,26160.5,32286.5,35220,0.607857723,0.700696473,0.904618716,8,-57.54792109,-121.5755774,64.02765631,1413,-0.044843001,0.012842013
XBCXJKGHPABGSD-UHFFFAOYSA-N,Cn1ccc(=O)[nH]c1=O,Train,-0.8,126.1146,237,77.625,-454.082955,-0.017524,6.9722,0.25942,0.28347,286.1728821,-1.35343,0.68442,-0.6784,0.83102,-2.4673,,,,,,,,,,,,,,15,12426,16054.5,23474.5,0.52020202,0.644094237,0.995285512,4,58.40942082,-181.9136105,240.3230314,4988,0.044563415,0.015304478
XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(=O)C,Train,-0.04,88.106,-84,61.045,-307.64146,-0.007121,2.645,0.31727,0.30696,269.0452881,-1.22636,-0.80706,-0.77985,0.82664,-1.22636,,,,,,,,,,,,,,14,12183,17037,18139,0.602040816,0.639161379,0.921874991,6,-30.8426434,-86.67966139,55.83701799,1648,-0.049832685,0.013776958
XEROSHXMTSNDBW-UHFFFAOYSA-N,C1CS(=O)c2cc(sc2C1O)S(=O)(=O)N,Test,-1.57,267.3324,190.5,187.179,-1822.166137,-0.027628,6.3497,0.24068,0.27588,421.1669006,-3.70857,-2.41723,-1.11896,2.30709,-0.67545,,,,,,,,,,,,,,24,20065.5,25807.5,34609.5,0.52734375,0.642703382,0.770685913,6,105.1554543,-272.6032508,377.758705,6017,0.047586628,0.016652941
XIURVHNZVLADCM-IUODEOHRSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)NC(=O)Cc1cccs1,Test,-2.938,396.4322,155.625,259.477,-1976.382839,-0.030742,7.8714,0.23893,0.27848,621.1513672,-3.86027,-0.60372,-0.7797,0.82929,-4.30748,,,,,,,,,,,,,,42,28901.5,44347.5,48323.5,0.548987106,0.605231335,0.856681046,5,220.3237206,-293.2237062,513.5474268,13917,0.036900728,0.011701717
XJCVRTZCHMZPBD-UHFFFAOYSA-N,c1cc(cc(c1)[N+](=O)[O-])N,Train,-2.19,138.1256,112.5,104.591,-492.055123,-0.012947,7.8338,0.21805,0.26279,303.3388062,-0.82701,-0.74756,-0.8609,0.50165,-1.18626,,,,,,,,,,,,,,16,12853.5,15616.5,26517,0.419047619,0.491525422,0.903962719,3,48.61732358,-155.8561332,204.4734568,4463,0.045815249,0.01860685
XKFPYPQQHFEXRZ-UHFFFAOYSA-N,Cc1cc(C(=O)NNCc2ccccc2)no1,Train,-2.46,231.2536,327.25,178.709,-779.59506,-0.013348,2.7196,0.26012,0.27514,475.738678,-0.99656,-1.55432,-0.74027,0.64059,-2.15986,,,,,,,,,,,,,,30,14488.5,31178.5,42615.5,0.333333333,0.448650561,0.729782975,11,-17.18163104,-167.7999338,150.6183027,3539,0.031520517,0.005651248
XKJMBINCVNINCA-UHFFFAOYSA-N,CN(C(=O)Nc1ccc(c(c1)Cl)Cl)OC,Train,-3.55543,249.0962,93.5,174.019,-1529.175926,-0.011938,6.89,0.28238,0.25912,439.3476257,-1.14368,-0.73085,-0.69515,0.81739,-1.97835,,,,,,,,,,,,,,25,16947.5,26832,39689,0.4601555,0.607659306,0.658121862,4,105.8672711,-125.8994127,231.7666838,5916,0.038392359,0.012554015
XLOMZPUITCYLMJ-UHFFFAOYSA-N,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,Train,-3.46,254.3464,132.5,209.084,-1126.07471,-0.013384,2.2738,0.22833,0.27533,474.4495544,-1.20322,-2.20162,-0.68739,0.73338,-2.65774,,,,,,,,,,,,,,35,28684,30721,36262.5,0.731345149,0.753532754,0.913415058,6,77.47367933,-122.5491891,200.0228685,5521,0.034321371,0.013718577
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(c(c1)Cl)Cl,Train,-3.82201,233.0968,158.5,153.14,-1454.011225,-0.014053,7.8726,0.28516,0.25464,420.5604248,-0.72844,-0.89175,-0.72844,0.8275,-1.85889,,,,,,,,,,,,,,24,14539,24671,37818.5,0.379195608,0.605457523,0.60826211,4,114.5554846,-151.4123653,265.9678499,5816,0.045514393,0.015837328
XNLICIUVMPYHGG-UHFFFAOYSA-N,CCCC(=O)C,Test,-0.19,86.1334,-77.8889,83.584,-271.694255,-0.006922,4.022,0.29458,0.2803,282.2399292,-0.62137,-1.90077,-0.77893,0.60408,-0.62137,,,,,,,,,,,,,,16,11540.5,17908,20102.5,0.506734783,0.624187397,0.807239052,2,9.34700074,-98.22816587,107.5751666,3545,0.030345604,0.006113125
XQXPVVBIMDBYFF-UHFFFAOYSA-N,c1cc(ccc1CC(=O)O)O,Train,-0.94422,152.1494,149.5,94.299,-535.275448,-0.017752,6.7265,0.27672,0.27329,333.0469055,-2.09007,-0.58906,-0.72107,0.82891,-2.09007,,,,,,,,,,,,,,19,15237.5,21980.5,26450.5,0.565664758,0.644628099,0.974747447,3,84.10394008,-173.1601438,257.2640838,6396,0.040222652,0.018508327
XQZYPMVTSDWCCE-UHFFFAOYSA-N,c1ccc(C#N)c(c1)C#N,Train,-2.38,128.133,139.75,106.583,-416.693112,-0.01393,9.9391,0.22009,0.3212,305.0411987,0,-0.40626,-0.34716,0.31521,-0.69432,,,,,,,,,,,,,,14,12578,14308,26019.5,0.453124993,0.511764706,0.890052338,2,82.05394149,-214.2756275,296.329569,7094,0.041771859,0.01428484
XRECTZIEBJDKEO-UHFFFAOYSA-N,c1c(c(N)[nH]c(=O)n1)F,Train,-1.05193,129.0935,296,98.942,-494.138035,-0.026424,10.9408,0.25317,0.26116,270.6947327,-0.71873,1.45075,-0.80392,0.7766,-3.10011,,,,,,,,,,,,,,13,12721.5,13816,22742,0.465240642,0.488764043,0.890440002,2,44.27011156,0,44.27011156,7625,0.004549095,0.077932553
XRHGWAGWAHHFLF-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,Train,-3.66,313.7384,25,209.617,-1942.747881,-0.013836,4.6152,0.30115,0.26943,556.0953979,-2.53789,-2.14695,-0.86689,2.1054,-2.0978,,,,,,,,,,,,,,35,27967,32997.5,43532.5,0.567335638,0.832902065,0.871524937,4,-132.022708,-269.8491277,137.8264197,7089,-0.038065895,0.008379993
XRTJYEIMLZALBD-UHFFFAOYSA-N,Cc1ccc2c(c1)sc(c1ccc(cc1)N)n2,Train,-3.68,240.3222,190.5,169.164,-1048.288576,-0.013251,3.4957,0.26388,0.22943,462.1537781,0,-2.43212,-0.85408,0.42958,-0.96252,,,,,,,,,,,,,,29,13356,28166,44119,0.302670633,0.498881655,0.618690818,4,-38.44770105,-181.0138393,142.5661382,5831,-0.031043361,0.010129165
XSKQKDTZQNFCCB-UHFFFAOYSA-N,c1c(CO)c(cc2c1OCO2)[N+](=O)[O-],Train,-3.064,197.147,123,101.595,-739.732817,-0.014481,7.8415,0.209,0.27618,355.0434875,-2.69988,0.17282,-0.79598,0.51495,-2.20283,,,,,,,,,,,,,,21,15964.5,20764.5,30173,0.484848485,0.652133151,0.794636444,6,56.45395402,-167.2093987,223.6633528,5183,0.040023378,0.013245149
XSQUKJJJFZCRTK-UHFFFAOYSA-N,C(=O)(N)N,Test,0.96,60.0554,133.5,42.134,-225.25723,-0.016575,5.9819,0.30557,0.29358,199.6749725,-0.7583,0.78353,-0.89741,0.78353,-2.55312,,,,,,,,,,,,,,8,9212,10265,14324,0.574251503,0.641592983,1,2,22.76422026,-150.7967912,173.5610115,3069,0.056552953,0.022475247
XTRDKALNCIHHNI-UHFFFAOYSA-N,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-],Test,-3,182.1354,61.5,153.066,-680.498316,-0.01234,4.1873,0.19913,0.32603,341.9424438,-1.53487,-1.1431,-0.71366,0.50641,-0.52397,,,,,,,,,,,,,,19,16748.5,19813.5,28983.5,0.521114321,0.600041836,0.918666055,3,102.8472686,-140.4794497,243.3267183,6518,0.0373315,0.012438844
XUCIJNAGGSZNQT-UHFFFAOYSA-N,c1ccc(cc1)C(C#N)OC1C(C(C(C(COC2C(C(C(C(CO)O2)O)O)O)O1)O)O)O,Train,-0.77,457.4334,224.5,328.066,-1660.178622,-0.041927,4.491,0.27044,0.29242,691.333374,-7.97792,-0.28627,-0.79676,0.52441,-8.34501,,,,,,,,,,,,,,59,37121.5,45432.5,57346.5,0.643387373,0.768771278,0.856787723,10,309.7504534,-316.1189892,625.8694426,10211,0.038596317,0.014087711
XUFQPHANEAPEMJ-UHFFFAOYSA-N,C(CSCc1csc(n1)N=C(N)N)C(=NS(=O)(=O)N)N,Train,-2.6468,337.4322,163,261.441,-2041.974141,-0.033522,8.7171,0.28469,0.23505,580.171875,-1.97966,-0.68284,-1.12723,2.39729,-4.81405,,,,,,,,,,,,,,35,23093.5,39072,47413,0.465256783,0.555893979,0.795233892,7,8.77443137,-409.745335,418.5197664,5773,-0.032951132,0.008446372
XUYPXLNMDZIRQH-UHFFFAOYSA-N,CC(=O)NC(CCSC)C(=O)O,Train,0.032,191.2446,110.25,137.783,-953.102836,-0.020992,10.1903,0.29286,0.26171,399.303833,-2.09536,-1.3387,-0.82904,0.82349,-2.59693,,,,,,,,,,,,,,25,21299.5,25269,30195,0.589401458,0.650728593,0.85175712,5,124.5116282,-245.6747961,370.1864242,8474,0.043520764,0.01876605
XWKFPIODWVPXLX-UHFFFAOYSA-N,Cc1ccc(C)nc1,Test,0.4,107.1548,-15,80.465,-326.83106,-0.005541,3.1258,0.2852,0.27483,299.4517822,0,-1.7569,-0.71334,0.25564,-0.50009,,,,,,,,,,,,,,17,12014.5,18151.5,23680.5,0.490384615,0.74519227,0.757112392,3,-7.504134582,-76.64529013,69.14115555,2433,0.026487971,0.004323231
XYGUXAGVJDBSBP-UHFFFAOYSA-N,c1ccc(cc1)C(=O)OCC(=O)NCC(=O)N,Train,-1.498,236.2268,151.5,159.021,-836.718282,-0.021051,3.8331,0.25376,0.2858,461.9148254,-2.57729,0.33785,-0.84798,0.82435,-4.07995,,,,,,,,,,,,,,29,21960,28705.5,38612,0.492767807,0.675354283,0.744474927,7,-38.0491618,-258.150199,220.1010372,3047,0.050244095,0.022926606
YAPQBXQYLJRXSA-UHFFFAOYSA-N,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Test,-2.58679,180.1658,347.5,109.453,-640.985138,-0.016573,6.4246,0.26778,0.26164,349.1856995,-1.36076,1.1166,-0.69182,0.831,-3.38921,,,,,,,,,,,,,,21,15057,18534.5,30515.5,0.460176991,0.578651699,0.787610619,9,29.6683855,-179.5888392,209.2572247,4122,0.042966409,0.01377319
YASYVMFAVPKPKE-UHFFFAOYSA-N,CC(=O)NP(=O)(OC)SC,Train,0.54,183.1617,88,111.28,-1178.416524,-0.016662,2.652,0.29768,0.28328,369.0360718,-2.62496,-1.21482,-1.11754,2.158,-1.58849,,,,,,,,,,,,,,20,20684.5,23247,25902.5,0.687289152,0.734299576,0.889939438,4,-23.4550606,-219.4098403,195.9547797,4671,0.035971253,0.014751307
YBPAYPRLUDCSEY-UHFFFAOYSA-N,c1cc(ccc1CC(=O)N)O,Train,-2.38601,151.1646,175.5,103.064,-515.4015,-0.016866,5.7121,0.28744,0.26034,340.4301147,-1.44178,-0.7021,-0.84994,0.68575,-2.29172,,,,,,,,,,,,,,20,15781.5,22972.5,26464,0.591355148,0.641975309,0.987891636,5,60.97166922,-149.3432795,210.3149487,2741,0.043746319,0.021950533
YCLSOMLVSHPPFV-UHFFFAOYSA-N,C(CSSCCC(=O)O)C(=O)O,Test,-0.19,210.2626,157,134.639,-1331.884685,-0.025748,8.2673,0.26747,0.28543,410.6345215,-2.72049,-0.73535,-0.72588,0.83321,-2.57838,,,,,,,,,,,,,,22,17439.5,28117.5,30826.5,0.485176034,0.546573772,0.88050313,4,179.5208655,-216.8190002,396.3398657,7712,0.051392617,0.025541461
YCMLQMDWSXFTIF-UHFFFAOYSA-N,Cc1ccccc1S(=O)(=O)N,Train,-2.02,171.2136,157,87.782,-875.403866,-0.013796,5.7504,0.26847,0.29242,338.4365234,-1.95261,-1.9488,-1.12258,2.29088,-0.78431,,,,,,,,,,,,,,20,17391,19693,27633,0.67441565,0.761154901,0.954156758,3,13.45239726,-163.9657191,177.4181163,3188,-0.051432158,0.014944709
YEAICDDXRUOCKJ-UHFFFAOYSA-N,c1cc(ccc1N)S(=O)(=O)Nc1cnccn1,Train,-3.7,250.2746,251,200.8,-1154.547365,-0.019788,8.9759,0.25735,0.26399,438.167572,-1.92572,-0.92298,-0.96532,2.32081,-2.23356,,,,,,,,,,,,,,27,22080,32331,32523.5,0.554622548,0.673886691,0.936601358,5,13.74624789,-255.1214486,268.8676965,4785,-0.0489245,0.016153642
YFBPRJGDJKVWAH-UHFFFAOYSA-N,Cc1cc(cc(C)c1SC)OC(=O)NC,Test,-3.921,225.305,120,176.448,-1031.458342,-0.013646,5.3215,0.2906,0.25245,457.8319397,-1.26906,-2.23765,-0.81549,0.92826,-1.75821,,,,,,,,,,,,,,30,20309.5,30599.5,37802.5,0.413249195,0.632134884,0.659103209,9,-58.87366906,-186.6068989,127.7332298,2753,-0.05273935,0.020360211
YFGYUFNIOHWBOB-UHFFFAOYSA-N,Cc1c(C)nc(nc1OC(=O)N(C)C)N(C)C,Train,-1.95,238.2888,90.5,215.507,-799.299945,-0.013025,3.5053,0.29243,0.23315,492.7565308,-1.2715,-1.10098,-0.71967,0.94285,-3.37073,,,,,,,,,,,,,,35,23792,28924.5,40026.5,0.576445931,0.653543235,0.779232452,5,-122.6733414,-233.0946824,110.421341,4995,-0.046665602,0.020638276
YGLMVCVJLXREAK-UHFFFAOYSA-N,CN(C)C(=O)NC1CC2CC1C1CCCC21,Train,-3.01,222.3296,177,183.109,-693.111295,-0.012036,5.7315,0.31043,0.25953,460.130188,-0.7587,-3.61317,-0.7587,0.8237,-1.9658,,,,,,,,,,,,,,38,19184,31998.5,37419,0.510623066,0.605474929,0.796903041,2,-11.32452656,-162.3389835,151.014457,4350,0.034715967,0.011099314
YIKYNHJUKRTCJL-UHFFFAOYSA-N,CCc1c(c(=O)cco1)O,Train,-0.89378,140.1384,91.25,95.359,-497.137664,-0.010218,5.4768,0.25979,0.26571,317.0773926,-1.86981,-0.46565,-0.7229,0.53267,-1.86981,,,,,,,,,,,,,,18,15660.5,18192,25893,0.609597561,0.690808239,0.861842118,4,6.33139106,-128.8859311,135.2173221,4082,0.031864115,0.011329938
YKGCCFHSXQHWIG-UHFFFAOYSA-N,c1ccc2c(c1)nc1ccc(=O)cc1s2,Test,-3.716,225.3482,161,189.399,-989.549877,-0.012152,9.4456,0.19457,0.25689,389.5557556,-0.64671,-1.32733,-0.64671,0.5069,-0.52409,,,,,,,,,,,,,,22,13103,21590,36862,0.324909747,0.514285714,0.614830846,7,41.2965039,-155.9484831,197.244987,4461,0.037363392,0.009734684
YKJYKKNCCRKFSL-UHFFFAOYSA-N,CC(=O)OC1C(Cc2ccc(cc2)OC)NCC1O,Train,-1.61,265.3084,140.25,208.767,-900.344319,-0.016328,6.6916,0.2971,0.25132,509.7983398,-2.56342,-1.88684,-0.79306,0.83107,-3.31405,,,,,,,,,,,,,,38,24768,37109,38331.5,0.478162271,0.599231903,0.728462288,8,56.46744505,-179.2282271,235.6956722,7762,0.029375007,0.006416926
YKYONYBAUNKHLG-UHFFFAOYSA-N,CCCOC(=O)C,Test,-0.72,102.1328,-93,87.863,-346.929545,-0.006331,2.6569,0.31809,0.30656,301.2148438,-1.2233,-1.27689,-0.77986,0.82702,-1.2233,,,,,,,,,,,,,,17,12195.5,19792,21118,0.541467169,0.575342466,0.954933008,5,-45.0147649,-87.55325145,42.53848655,1666,-0.049610301,0.013710484
YLQBMQCUIZJEEH-UHFFFAOYSA-N,c1ccoc1,Test,-0.82,68.075,-85.6,54.333,-229.991288,-0.003582,0.9371,0.3165,0.26179,214.0557251,-0.47568,-0.53811,-0.47568,0.26344,-0.47568,,,,,,,,,,,,,,9,9553,10769,15740,0.565789474,0.639705914,0.888157895,5,19.74621709,-32.50845667,52.25467376,996,0.02649839,0.004178959
YMWUJEATGCHHMB-UHFFFAOYSA-N,C(Cl)Cl,Train,-0.63,84.9328,-96.9,64.229,-959.702104,-0.004327,2.3803,0.28691,0.34042,201.4446259,0,-0.48761,-0.48761,0.28811,-0.08862,,,,,,,,,,,,,,5,9171,12089.5,12548.5,0.685387629,0.730263158,0.927927928,2,64.94655764,-19.85152254,84.79808018,1977,0.042892302,0.009682421
YNBADRVTZLEFNH-UHFFFAOYSA-N,COC(=O)c1cccnc1,Test,-0.46,137.1378,42,114.056,-476.094589,-0.009503,5.3161,0.24808,0.29688,315.7475586,-1.1909,-0.06289,-0.64204,0.81923,-1.68027,,,,,,,,,,,,,,17,12043.5,18679.5,26656.5,0.447082458,0.660707288,0.673290182,4,14.6069593,-126.0682385,140.6751978,2289,0.033263514,0.007415117
YNVOMSDITJMNET-UHFFFAOYSA-N,c1cscc1C(=O)O,Train,-1.47,128.1454,138.5,90.062,-741.54819,-0.013818,6.3329,0.25171,0.29689,272.9131775,-1.35608,-0.52151,-0.72036,0.81448,-0.85151,,,,,,,,,,,,,,12,11576.5,14369.5,22515.5,0.499943086,0.579997202,0.866478988,3,41.28404243,-147.0584241,188.3424665,2687,-0.054729596,0.017642815
YOJAHJGBFDPSDI-UHFFFAOYSA-N,COC(=O)c1ccc(cc1)[N+](=O)[O-],Train,-3.035,181.1476,95,116.734,-664.559989,-0.011541,5.9316,0.19879,0.32174,362.2937317,-1.97808,-0.36188,-0.63407,0.8183,-1.47647,,,,,,,,,,,,,,20,11963,21230,32144.5,0.398592086,0.607392545,0.640831792,6,40.69586132,-150.0385208,190.7343821,4775,0.032843899,0.007022835
YVWZWRFAFZRJGU-UHFFFAOYSA-N,c1ccc(cc1)C(=O)OCC(=O)N1CCC(CC1)O,Train,-1.349,263.2926,121.5,208.396,-899.197044,-0.020561,4.0537,0.26283,0.28085,498.6098328,-2.68126,-1.47217,-0.80152,0.82524,-3.16963,,,,,,,,,,,,,,36,18461,36608,40557.5,0.450421501,0.454974344,0.941085974,4,0.17805021,-270.4493706,270.6274208,6089,0.038298807,0.014177937
YZMCKZRAOLZXAZ-UHFFFAOYSA-N,Cc1cc(nc(C)n1)NS(=O)(=O)c1ccc(cc1)N,Test,-2.27725,278.3282,243,164.224,-1233.157143,-0.022756,9.7631,0.2687,0.26324,501.8950806,-1.92925,-1.83011,-0.96542,2.32733,-2.41084,,,,,,,,,,,,,,33,28830.5,31672,36015.5,0.787380408,0.926009004,0.952472135,5,18.67574232,-256.237767,274.9135093,5873,0.045829636,0.021043663
YZVWKHVRBDQPMQ-UHFFFAOYSA-N,c1cc2ccc3ccc(c4ccc(c1)c2c34)N,Train,-0.61272,217.2696,116.75,147.175,-670.971,-0.009873,2.9271,0.26052,0.2129,404.5418396,0,-2.23582,-0.86132,0.42687,-0.86132,,,,,,,,,,,,,,28,16402,20294.5,40688,0.333333353,0.403669725,0.993957208,6,-18.31111748,-147.2374949,128.9263775,3394,0.037164443,0.016137005
ZAFYATHCZYHLPB-UHFFFAOYSA-N,Cc1ccc(cc1)c1c(CC(=O)N(C)C)n2cc(C)ccc2n1,Train,-1.297,307.3944,196,280.303,-975.915298,-0.014941,3.1286,0.27673,0.23255,575.1503296,-0.70935,-3.26957,-0.70935,0.69176,-2.06941,,,,,,,,,,,,,,44,27702,41048,47480,0.484202952,0.641969621,0.809811347,6,-60.0652986,-214.1123287,154.0470301,4454,0.027067183,0.004267773
ZDPHROOEEOARMN-UHFFFAOYSA-N,CCCCCCCCCCC(=O)O,Train,-3.55,186.2936,28.6,157.741,-582.662396,-0.014628,5.9204,0.30021,0.31081,485.3204651,-1.3757,-4.14343,-0.73326,0.83136,-1.3757,,,,,,,,,,,,,,35,11326,35015,38188.5,0.270833333,0.345099281,0.793893198,2,26.05896683,-145.2334655,171.2924323,3756,0.045605014,0.023238145
ZDXPYRJPNDTMRX-VKHMYHEASA-N,O=C(O)[C@@H](N)CCC(=O)N,Train,-0.55,146.1456,185,97.863,-531.677679,-0.021411,5.6647,0.29507,0.28298,317.3765259,-2.1105,0.28678,-0.94504,0.82299,-3.91484,,,,,,,,,,,,,,20,16752.5,20845,24043.5,0.681618656,0.83333332,0.993197366,3,75.66092802,-210.0648489,285.7257769,6116,0.046717753,0.018297449
ZEKZLJVOYLTDKK-UHFFFAOYSA-N,Fc1c(N2CC(C)NCC2)c(F)cc2c(=O)c(C(=O)O)cn(CC)c12,Train,-2.3328,351.3522,239.775,288.41,-1248.639508,-0.023579,14.7531,0.24069,0.25968,560.2598267,-2.11417,-0.82405,-0.74404,0.80796,-4.3903,,,,,,,,,,,,,,44,23959,33894.5,52781,0.429953636,0.632348884,0.669523496,3,186.7014066,-309.829157,496.5305635,13229,0.037533492,0.011185981
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,C=CCCCCC,Train,-3.73,98.1876,-119,114.73,-275.014869,-0.001846,0.6115,0.32201,0.28279,333.22052,0,-3.26035,-0.68801,0.24798,0,,,,,,,,,,,,,,21,11657.5,23484.5,23835.5,0.450325803,0.454977775,0.977080538,2,-13.56145488,-13.56145488,0,296,-0.024201518,0.00242397
ZGRYQDHDZGJMNF-UHFFFAOYSA-N,C1C(CS(=O)(=O)c2cc(sc12)S(=O)(=O)N)O,Train,-1.589,283.3318,187,154.458,-1897.374161,-0.028124,10.2641,0.2364,0.30588,426.7894592,-4.65367,-2.48074,-1.11973,2.30964,-0.71429,,,,,,,,,,,,,,25,19689.5,27413.5,33532.5,0.539129105,0.71440049,0.873500512,5,121.6158976,-289.3496817,410.9655793,7940,0.051585878,0.019212835
ZJYJZEAJZXVAMF-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)[N+](=O)[O-],Train,-3.824,173.1708,79,130.522,-590.313729,-0.009776,7.6485,0.2121,0.27496,348.5960083,-0.83117,-1.52378,-0.41714,0.49864,-0.33253,,,,,,,,,,,,,,20,13266,18929,32334,0.350806433,0.486187843,0.71093847,2,39.15617421,-146.7029263,185.8591005,5405,0.034386513,0.007520543
ZLAQATDNGLKIEV-UHFFFAOYSA-N,Cc1cnc(nc1O)S,Train,-2.45,142.1752,284.5,85.14,-777.019666,-0.011164,3.664,0.26944,0.26764,304.7593689,-0.69625,0.0503,-0.70426,0.57921,-1.78424,,,,,,,,,,,,,,15,12981,17758.5,25220.5,0.478873239,0.581232469,0.821747455,7,20.13050691,-93.63057498,113.7610819,2540,-0.036241035,0.010879963
ZMANZCXQSJIPKH-UHFFFAOYSA-N,CCN(CC)CC,Train,-0.14,101.1912,-115,98.145,-292.256196,-0.002486,1.0248,0.3286,0.23928,318.6445923,0,-2.88779,-0.69593,0.24103,-0.56985,,,,,,,,,,,,,,22,18540,18637.5,24270.5,0.663212461,0.677248706,0.956226781,1,-24.50799792,-24.50799792,0,683,-0.035882867,0.01083819
ZMISODWVFHHWNR-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)(C1CCNCC1)O,Train,-1.386,267.37,161,214.195,-828.23989,-0.010081,3.08,0.29338,0.24242,484.0611877,-0.78095,-4.0778,-0.78095,0.5112,-1.52532,,,,,,,,,,,,,,41,28416.5,30272.5,38312,0.64126046,0.790473115,0.800925926,6,15.27862418,-87.07285437,102.3514786,1971,0.028385266,0.011162099
